data\map_data\\,forest.png,1418.png,32,18,DUMMY
14,960.000000,0.000000,,DUMMY
14,1020.000000,0.000000,,DUMMY
14,1080.000000,0.000000,,DUMMY
14,1080.000000,60.000000,,DUMMY
14,1140.000000,60.000000,,DUMMY
14,1200.000000,60.000000,,DUMMY
14,1200.000000,120.000000,,DUMMY
14,1260.000000,120.000000,,DUMMY
14,1260.000000,180.000000,,DUMMY
14,720.000000,240.000000,,DUMMY
14,780.000000,240.000000,,DUMMY
14,840.000000,240.000000,,DUMMY
14,900.000000,240.000000,,DUMMY
14,960.000000,240.000000,,DUMMY
14,1260.000000,240.000000,,DUMMY
14,600.000000,300.000000,,DUMMY
14,660.000000,300.000000,,DUMMY
14,720.000000,300.000000,,DUMMY
14,1260.000000,300.000000,,DUMMY
14,540.000000,360.000000,,DUMMY
14,600.000000,360.000000,,DUMMY
14,1200.000000,360.000000,,DUMMY
14,1260.000000,360.000000,,DUMMY
14,420.000000,420.000000,,DUMMY
14,480.000000,420.000000,,DUMMY
14,540.000000,420.000000,,DUMMY
14,1020.000000,420.000000,,DUMMY
14,1080.000000,420.000000,,DUMMY
14,1140.000000,420.000000,,DUMMY
14,1200.000000,420.000000,,DUMMY
14,540.000000,480.000000,,DUMMY
14,960.000000,480.000000,,DUMMY
14,1020.000000,480.000000,,DUMMY
14,540.000000,540.000000,,DUMMY
14,1080.000000,540.000000,,DUMMY
14,360.000000,600.000000,,DUMMY
14,420.000000,600.000000,,DUMMY
14,480.000000,600.000000,,DUMMY
14,540.000000,600.000000,,DUMMY
14,1080.000000,600.000000,,DUMMY
14,1140.000000,600.000000,,DUMMY
14,1200.000000,600.000000,,DUMMY
14,1260.000000,600.000000,,DUMMY
14,1320.000000,600.000000,,DUMMY
14,1380.000000,600.000000,,DUMMY
14,360.000000,660.000000,,DUMMY
14,540.000000,660.000000,,DUMMY
14,600.000000,660.000000,,DUMMY
14,660.000000,660.000000,,DUMMY
14,720.000000,660.000000,,DUMMY
14,780.000000,660.000000,,DUMMY
14,1380.000000,660.000000,,DUMMY
14,360.000000,720.000000,,DUMMY
14,780.000000,720.000000,,DUMMY
14,1380.000000,720.000000,,DUMMY
14,1440.000000,720.000000,,DUMMY
14,0.000000,780.000000,,DUMMY
14,300.000000,780.000000,,DUMMY
14,840.000000,780.000000,,DUMMY
14,900.000000,780.000000,,DUMMY
14,1380.000000,780.000000,,DUMMY
14,1440.000000,780.000000,,DUMMY
14,0.000000,840.000000,,DUMMY
14,300.000000,840.000000,,DUMMY
14,900.000000,840.000000,,DUMMY
14,960.000000,840.000000,,DUMMY
14,1020.000000,840.000000,,DUMMY
18,1260.000000,840.000000,,DUMMY
14,1320.000000,840.000000,,DUMMY
14,1380.000000,840.000000,,DUMMY
14,0.000000,900.000000,,DUMMY
14,300.000000,900.000000,,DUMMY
14,1020.000000,900.000000,,DUMMY
14,1080.000000,900.000000,,DUMMY
14,1140.000000,900.000000,,DUMMY
14,1200.000000,900.000000,,DUMMY
14,1260.000000,900.000000,,DUMMY
14,1320.000000,900.000000,,DUMMY
14,0.000000,960.000000,,DUMMY
14,300.000000,960.000000,,DUMMY
14,0.000000,1020.000000,,DUMMY
14,60.000000,1020.000000,,DUMMY
14,120.000000,1020.000000,,DUMMY
14,180.000000,1020.000000,,DUMMY
14,240.000000,1020.000000,,DUMMY
14,300.000000,1020.000000,,DUMMY
