data\map_data\îwåi.png,200,20,DUMMY
1,0.000000,0.000000,DUMMY
1,11940.000000,0.000000,DUMMY
1,0.000000,60.000000,DUMMY
1,11940.000000,60.000000,DUMMY
1,0.000000,120.000000,DUMMY
1,11940.000000,120.000000,DUMMY
1,0.000000,180.000000,DUMMY
1,11940.000000,180.000000,DUMMY
1,0.000000,240.000000,DUMMY
1,11940.000000,240.000000,DUMMY
1,0.000000,300.000000,DUMMY
1,11940.000000,300.000000,DUMMY
1,0.000000,360.000000,DUMMY
1,11940.000000,360.000000,DUMMY
1,0.000000,420.000000,DUMMY
12,4320.000000,420.000000,DUMMY
1,11940.000000,420.000000,DUMMY
1,0.000000,480.000000,DUMMY
1,11940.000000,480.000000,DUMMY
1,0.000000,540.000000,DUMMY
12,4620.000000,540.000000,DUMMY
5,4800.000000,540.000000,DUMMY
1,11940.000000,540.000000,DUMMY
1,0.000000,600.000000,DUMMY
1,4500.000000,600.000000,DUMMY
1,4560.000000,600.000000,DUMMY
1,4620.000000,600.000000,DUMMY
1,4680.000000,600.000000,DUMMY
1,4740.000000,600.000000,DUMMY
1,4800.000000,600.000000,DUMMY
1,11940.000000,600.000000,DUMMY
1,0.000000,660.000000,DUMMY
6,11820.000000,660.000000,DUMMY
1,11940.000000,660.000000,DUMMY
1,0.000000,720.000000,DUMMY
12,1500.000000,720.000000,DUMMY
12,1560.000000,720.000000,DUMMY
12,3660.000000,720.000000,DUMMY
12,9840.000000,720.000000,DUMMY
5,9900.000000,720.000000,DUMMY
1,11760.000000,720.000000,DUMMY
1,11820.000000,720.000000,DUMMY
1,11880.000000,720.000000,DUMMY
1,11940.000000,720.000000,DUMMY
1,0.000000,780.000000,DUMMY
1,1140.000000,780.000000,DUMMY
1,1200.000000,780.000000,DUMMY
1,1260.000000,780.000000,DUMMY
1,1320.000000,780.000000,DUMMY
1,1380.000000,780.000000,DUMMY
1,1440.000000,780.000000,DUMMY
1,1500.000000,780.000000,DUMMY
1,1560.000000,780.000000,DUMMY
10,4200.000000,780.000000,DUMMY
1,8880.000000,780.000000,DUMMY
1,8940.000000,780.000000,DUMMY
1,9000.000000,780.000000,DUMMY
1,9060.000000,780.000000,DUMMY
1,9120.000000,780.000000,DUMMY
1,9180.000000,780.000000,DUMMY
1,9240.000000,780.000000,DUMMY
1,9300.000000,780.000000,DUMMY
1,9360.000000,780.000000,DUMMY
